iter	Passed	Remaining
1285	105120	148280
1286	105183	148171
1287	105263	148088
1288	105401	148086
1289	105479	147998
1290	105557	147911
1291	105644	147837
1292	105709	147731
1293	105794	147654
1294	105875	147571
1295	105954	147486
1296	106034	147401
1297	106111	147313
1298	106193	147231
1299	106289	147169
1300	106364	147079
1301	106467	147026
1302	106521	146906
1303	106598	146817
1304	106685	146743
1305	106787	146689
1306	106879	146621
1307	106958	146536
1308	107052	146470
1309	107150	146412
1310	107231	146329
1311	107325	146263
1312	107430	146213
1313	107537	146166
1314	107627	146095
1315	107698	145998
1316	107778	145914
1317	107849	145817
1318	107908	145705
1319	107991	145624
1320	108064	145531
1321	108161	145470
1322	108243	145388
1323	108324	145304
1324	108408	145226
1325	108503	145162
1326	108583	145078
1327	108656	144984
1328	108733	144895
1329	108815	144815
1330	108921	144765
1331	109018	144702
1332	109116	144643
1333	109222	144592
1334	109341	144560
1335	109438	144498
1336	109563	144472
1337	109664	144416
1338	109785	144385
1339	109897	144343
1340	110015	144308
1341	110154	144300
1342	110284	144281
1343	110394	144235
1344	110498	144182
1345	110609	144136
1346	110721	144094
1347	110815	144027
1348	110906	143956
1349	111031	143930
1350	111144	143887
1351	111245	143829
1352	111359	143788
1353	111439	143702
1354	111536	143639
1355	111648	143595
1356	111753	143542
1357	111874	143508
1358	112004	143487
1359	112130	143460
1360	112233	143404
1361	112323	143331
1362	112416	143262
1363	112516	143203
1364	112635	143167
1365	112736	143107
1366	112839	143051
1367	112918	142963
1368	113026	142913
1369	113138	142868
1370	113244	142815
1371	113344	142754
1372	113441	142690
1373	113557	142649
1374	113666	142599
1375	113801	142582
1376	113903	142524
1377	114032	142499
1378	114142	142449
1379	114243	142390
1380	114344	142330
1381	114464	142293
1382	114567	142236
1383	114676	142185
1384	114793	142144
1385	114912	142107
1386	115045	142085
1387	115170	142054
1388	115287	142013
1389	115393	141959
1390	115484	141885
1391	115579	141817
1392	115673	141747
1393	115782	141696
1394	115850	141594
1395	115956	141539
1396	116057	141478
1397	116187	141452
1398	116293	141397
1399	116393	141335
1400	116490	141268
1401	116586	141200
1402	116687	141139
1403	116780	141068
1404	116886	141012
1405	116958	140916
1406	117031	140820
1407	117114	140736
1408	117194	140649
1409	117274	140562
1410	117366	140490
1411	117448	140405
1412	117540	140332
1413	117616	140241
1414	117710	140170
1415	117802	140099
1416	117950	140092
1417	118040	140016
1418	118126	139937
1419	118192	139833
1420	118267	139740
1421	118348	139654
1422	118424	139563
1423	118504	139475
1424	118587	139392
1425	118667	139305
1426	118756	139228
1427	118848	139156
1428	118938	139081
1429	119011	138985
1430	119093	138900
1431	119175	138815
1432	119286	138765
1433	119377	138690
1434	119488	138640
1435	119579	138565
1436	119666	138486
1437	119758	138413
1438	119858	138350
1439	119969	138297
1440	120066	138230
1441	120155	138154
1442	120233	138064
1443	120318	137982
1444	120409	137908
1445	120481	137812
1446	120542	137703
1447	120646	137643
1448	120736	137568
1449	120817	137481
1450	120911	137410
1451	121001	137335
1452	121097	137265
1453	121176	137178
1454	121275	137111
1455	121371	137043
1456	121469	136976
1457	121573	136915
1458	121669	136847
1459	121741	136750
1460	121817	136659
1461	121905	136580
1462	121988	136497
1463	122073	136415
1464	122170	136347
1465	122240	136249
1466	122343	136187
1467	122462	136143
1468	122558	136074
1469	122663	136014
1470	122777	135964
1471	122889	135913
1472	123008	135868
1473	123128	135825
1474	123241	135774
1475	123352	135721
1476	123460	135664
1477	123572	135611
1478	123679	135553
1479	123805	135516
1480	123918	135465
1481	124040	135423
1482	124174	135394
1483	124284	135339
1484	124389	135279
1485	124483	135205
1486	124595	135153
1487	124733	135127
1488	124851	135080
1489	124968	135032
1490	125091	134991
1491	125238	134975
1492	125341	134912
1493	125447	134851
1494	125553	134791
1495	125684	134758
1496	125806	134714
1497	125918	134660
1498	126022	134598
1499	126108	134515
1500	126199	134438
1501	126316	134390
1502	126400	134305
1503	126468	134204
1504	126554	134122
1505	126654	134055
1506	126757	133990
1507	126858	133924
1508	126941	133839
1509	127033	133763
1510	127194	133760
1511	127326	133726
1512	127410	133641
1513	127490	133553
1514	127570	133464
1515	127656	133382
1516	127738	133296
1517	127827	133216
1518	127965	133188
1519	128088	133144
1520	128192	133080
1521	128273	132993
1522	128397	132950
1523	128515	132900
1524	128612	132829
1525	128714	132762
1526	128846	132727
1527	128975	132689
1528	129080	132626
1529	129191	132568
1530	129281	132490
1531	129481	132524
1532	129591	132465
1533	129714	132420
1534	129818	132355
1535	129935	132304
1536	130022	132221
1537	130135	132166
1538	130248	132110
1539	130357	132050
1540	130445	131969
1541	130580	131934
1542	130724	131910
1543	130859	131876
1544	130989	131837
1545	131096	131775
1546	131223	131732
1547	131343	131682
1548	131456	131626
1549	131615	131615
1550	131745	131576
1551	131857	131517
1552	131974	131464
1553	132078	131398
1554	132181	131331
1555	132305	131284
1556	132424	131234
1557	132551	131190
1558	132706	131174
1559	132806	131103
1560	132903	131030
1561	133016	130972
1562	133164	130949
1563	133295	130908
1564	133409	130852
1565	133532	130803
1566	133673	130772
1567	133781	130710
1568	133903	130660
1569	134034	130619
1570	134154	130568
1571	134261	130503
1572	134371	130442
1573	134490	130389
1574	134609	130335
1575	134727	130281
1576	134835	130218
1577	134926	130138
1578	135035	130075
1579	135126	129994
1580	135237	129933
1581	135343	129868
1582	135442	129795
1583	135547	129728
1584	135658	129667
1585	135785	129621
1586	135888	129552
1587	136010	129500
1588	136132	129450
1589	136230	129376
1590	136327	129300
1591	136419	129221
1592	136532	129161
1593	136647	129103
1594	136779	129061
1595	136908	129016
1596	137028	128963
1597	137133	128895
1598	137241	128830
1599	137332	128749
1600	137436	128679
1601	137548	128618
1602	137641	128539
1603	137749	128474
1604	137857	128409
1605	137946	128326
1606	138030	128238
1607	138126	128162
1608	138217	128080
1609	138297	127989
1610	138378	127899
1611	138463	127812
1612	138547	127724
1613	138616	127623
1614	138685	127522
1615	138761	127426
1616	138857	127350
1617	138950	127270
1618	139024	127174
1619	139105	127084
1620	139188	126995
1621	139284	126918
1622	139376	126838
1623	139456	126747
1624	139521	126642
1625	139602	126552
1626	139699	126476
1627	139788	126393
1628	139868	126302
1629	139996	126254
1630	140077	126164
1631	140162	126077
1632	140252	125995
1633	140344	125915
1634	140422	125822
1635	140496	125725
1636	140576	125634
1637	140661	125547
1638	140731	125447
1639	140821	125365
1640	140918	125289
1641	141014	125212
1642	141083	125112
1643	141174	125030
1644	141274	124956
1645	141341	124854
1646	141439	124778
1647	141525	124693
1648	141604	124601
1649	141690	124515
1650	141775	124429
1651	141859	124341
1652	141942	124253
1653	142025	124164
1654	142124	124090
1655	142192	123988
1656	142276	123902
1657	142352	123807
1658	142426	123711
1659	142528	123639
